business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
9Udgv_7h8oj6NXq5hQeJow,Old Beverly Cafe In & Out,3908 118 Avenue,Edmonton,AB,T5W 0Z9,53.5705074,-113.4021041,4.0,9,1,"{'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'HasTakeOut': 'True', 'HasDelivery': 'False', 'GoodForGroups': 'True'}","Coffee & Tea, Food, Sandwiches, Restaurants, Cafes","{'Monday': '9:30-19:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Sunday': '9:0-16:0'}"
9Xq7AI1c0udMy6by_0h-0g,Castle Bake,16849 109 Street NW,Edmonton,AB,T5X 2R5,53.6304551,-113.5113276,4.5,22,1,"{'WiFi': 'free', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'NoiseLevel': 'average', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'Alcohol': 'none', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: True, breakfast: False}', 'BikeParking': 'True', 'HasTV': 'True', 'Caters': 'True', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'HasReservations': 'True', 'GoodForGroups': 'True', 'HasTableService': 'True', 'HasDelivery': 'True', 'HasTakeOut': 'True', 'PriceRange': '1', 'Attire': 'casual'}","Middle Eastern, Restaurants, Lebanese, Pizza, Sandwiches, Halal","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
9e_oT4olPUsUDgqNsCGghQ,Fionn MacCool's Irish Pub,10200 102 Ave Northwest,Edmonton,AB,T5J 4B7,53.5432580614,-113.4960413487,3.5,36,1,"{'HappyHour': 'True', 'GoodForDancing': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'DogsAllowed': 'False', 'WiFi': 'free', 'WheelchairAccessible': 'True', 'GoodForKids': 'False', 'Caters': 'True', 'Smoking': 'no', 'HasTV': 'True', 'CoatCheck': 'False', 'BusinessParking': '{garage: True, street: True, validated: True, lot: False, valet: False}', 'Alcohol': 'full_bar', 'NoiseLevel': 'average', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'Music': '{dj: False, background_music: False, no_music: False, jukebox: False, live: True, video: False, karaoke: False}', 'HasTakeOut': 'True', 'HasTableService': 'True', 'HasReservations': 'True', 'GoodForGroups': 'True', 'PriceRange': '2', 'Attire': 'casual', 'PopularNights': '{monday: False, tuesday: False, friday: True, wednesday: False, thursday: True, sunday: False, saturday: False}', 'HasDelivery': 'True'}","Nightlife, Food, Bars, Beer, Wine & Spirits, Gastropubs, Irish, Pubs, Arts & Entertainment, Breakfast & Brunch, Music Venues, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-22:0'}"
9hQNxW2PrqLq5tVciT3OnQ,Bangkok Restaurant,11476 112 Ave NW,Edmonton,AB,T5G 0H6,53.561085,-113.520256,4.0,20,1,"{'Alcohol': 'beer_and_wine', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'NoiseLevel': 'quiet', 'BikeParking': 'True', 'HasTV': 'True', 'PriceRange': '2', 'Attire': 'casual', 'GoodForGroups': 'True', 'HasDelivery': 'False', 'HasTakeOut': 'True', 'HasReservations': 'False'}","Restaurants, Chinese, Thai, Buffets, Hot Pot","{'Monday': '16:0-0:0', 'Tuesday': '15:0-0:0', 'Wednesday': '15:0-0:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-0:0', 'Saturday': '15:0-2:0', 'Sunday': '15:0-0:0'}"
9unJwFyCX15zPuZDIuKxtg,Dream Donair & Pizza,6230 99 Street,Edmonton,AB,T6E,53.49902,-113.4863145,4.0,18,1,"{'GoodForKids': 'True', 'HasTV': 'True', 'NoiseLevel': 'quiet', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'HasReservations': 'False', 'Attire': 'casual', 'HasTakeOut': 'True', 'GoodForGroups': 'False', 'PriceRange': '2', 'HasDelivery': 'False'}","American (Traditional), Greek, Burgers, Arabic, Restaurants, Donairs, Food, Pizza","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '12:0-17:0'}"
9wjPUaB9HdaKkh5jaz964g,The Lingnan,10582 104 Street NW,Edmonton,AB,T5H 2W1,53.549507,-113.499488,4.0,109,1,"{'NoiseLevel': 'average', 'Alcohol': 'full_bar', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'WiFi': 'free', 'BikeParking': 'True', 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': '{breakfast: False, brunch: False, lunch: None, dinner: True, latenight: False, dessert: False}', 'Ambience': '{hipster: False, casual: True, touristy: None, trendy: False, intimate: None, romantic: None, classy: None, upscale: None}', 'HasDelivery': 'True', 'HasReservations': 'True', 'GoodForGroups': 'True', 'HasTakeOut': 'True', 'PriceRange': '2', 'HasTableService': 'True', 'Attire': 'casual'}","Restaurants, Chinese","{'Monday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '15:0-20:0'}"
9z0XNWznR6KXQSMBt00AHA,Co Co Di,11454 Jasper Avenue NW,Edmonton,AB,T5K 0M1,53.540929,-113.518766,3.5,45,1,"{'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'Alcohol': 'full_bar', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'GoodForKids': 'True', 'WiFi': 'free', 'OutdoorSeating': 'True', 'NoiseLevel': 'average', 'Caters': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}', 'HasTV': 'True', 'BikeParking': 'True', 'GoodForGroups': 'True', 'HasReservations': 'True', 'PriceRange': '2', 'Attire': 'casual', 'HasTakeOut': 'True', 'HasDelivery': 'True'}","Middle Eastern, Restaurants, Lebanese, Mediterranean","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-23:0'}"
A1IQx2gNtPFbmLAuLEaIuw,LovePizza,5011 Mullen Road,Edmonton,AB,T6R 0S9,53.4339236675,-113.575978866,3.5,6,1,{'HasTakeOut': 'True'},"Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
A1hHP1HZfebuI9-sdieZBQ,McDonalds,34 Avenue 99 Street,Edmonton,AB,T5V 1T8,53.4682518974,-113.4869349003,2.0,14,1,"{'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'WiFi': 'free', 'NoiseLevel': 'quiet', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, touristy: False, trendy: False, upscale: False, casual: False}', 'BikeParking': 'True', 'Alcohol': 'none', 'GoodForMeal': '{dessert: True, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: True}', 'DriveThru': 'True', 'GoodForGroups': 'True', 'HasReservations': 'False', 'PriceRange': '1', 'Attire': 'casual', 'HasTakeOut': 'True', 'HasDelivery': 'True'}","Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
A3FD_WGaUBASqbR8ID6ZUA,Subway,"Hollick Kenyon Landing, 5237 - 167 Ave NW",Edmonton,AB,T5Y 0L2,53.6273860745,-113.4160065651,2.0,5,1,"{'GoodForKids': 'True', 'NoiseLevel': 'average', 'WiFi': 'free', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'HasDelivery': 'False', 'HasTakeOut': 'True'}","Sandwiches, Restaurants, Food, Fast Food","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
A53r5VFXvxLM7GqiQUiTJA,Ikki Izakaya,11931 Jasper Avenue,Edmonton,AB,T5K 0P1,53.5406267,-113.5279824,3.5,26,1,"{'GoodForMeal': '{dessert: False, latenight: True, lunch: False, dinner: True, brunch: False, breakfast: False}', 'Alcohol': 'full_bar', 'WiFi': 'free', 'HasTV': 'True', 'GoodForKids': 'False', 'HappyHour': 'True', 'CoatCheck': 'False', 'OutdoorSeating': 'False', 'GoodForDancing': 'False', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'Caters': 'False', 'BikeParking': 'True', 'Smoking': 'no', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: True, trendy: False, upscale: False, classy: False, casual: True}', 'Music': '{dj: False, background_music: True, jukebox: False, live: False, video: False, karaoke: False}', 'NoiseLevel': 'average', 'PriceRange': '2', 'Attire': 'casual', 'HasDelivery': 'False', 'GoodForGroups': 'True', 'HasTableService': 'True', 'PopularNights': '{monday: False, tuesday: False, friday: True, wednesday: True, thursday: False, sunday: False, saturday: True}', 'HasReservations': 'True', 'HasTakeOut': 'True'}","Nightlife, Izakaya, Bars, Japanese, Tapas/Small Plates, Restaurants","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0'}"
A8gVrDQNeNOFLep0icvpSA,Tasty Choice,"2920 Calgary Trail, Unit 107",Edmonton,AB,T6J 2G8,53.4592113798,-113.4934383985,3.0,18,1,"{'GoodForKids': 'True', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Caters': 'False', 'NoiseLevel': 'quiet', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'WiFi': 'free', 'BikeParking': 'False', 'GoodForGroups': 'True', 'Attire': 'casual', 'HasTakeOut': 'True', 'HasReservations': 'False', 'PriceRange': '2', 'HasDelivery': 'True'}","Food, Restaurants, Coffee & Tea, Asian Fusion, Desserts","{'Tuesday': '13:30-22:30', 'Wednesday': '13:30-22:30', 'Thursday': '13:30-22:30', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-18:0'}"
AIG64K57PvGFwYXLt2bMrA,Rice Paper Fine Vietnamese Restaurant,10080 178 Street NW,Edmonton,AB,T5S 1B4,53.5399882,-113.6283658,4.0,48,1,"{'NoiseLevel': 'quiet', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'WiFi': 'free', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'Alcohol': 'beer_and_wine', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: True, upscale: False, classy: False, casual: True}', 'HasTV': 'True', 'HasTakeOut': 'True', 'HasReservations': 'True', 'Attire': 'casual', 'PriceRange': '2', 'GoodForGroups': 'True', 'HasDelivery': 'False'}","Restaurants, Vietnamese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
AR1ZK5MNYNgTzkAQPn3gqw,Tim Hortons,8555 Argyll Road NW,Edmonton,AB,T6C 4B2,53.5003471549,-113.457359762,3.0,5,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Alcohol': 'none', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'WiFi': 'free', 'Caters': 'False', 'HasTV': 'True', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'NoiseLevel': 'average', 'HasTakeOut': 'True', 'HasReservations': 'False', 'GoodForGroups': 'True', 'PriceRange': '1', 'HasDelivery': 'False', 'MustMakeReservation': 'False', 'Attire': 'casual'}","Sandwiches, Food, Coffee & Tea, Delis, Restaurants","{'Monday': '9:0-9:0', 'Tuesday': '9:0-9:0', 'Wednesday': '9:0-9:0', 'Thursday': '9:0-9:0', 'Friday': '9:0-9:0', 'Saturday': '9:0-9:0', 'Sunday': '9:0-9:0'}"
ASJH8IDBdX_f5yOX0XEfYA,Sam's Pizza and Donair,18236 89 Avenue NW,Edmonton,AB,T5T 2K6,53.523834,-113.639551,4.5,19,1,"{'GoodForKids': 'True', 'HasTakeOut': 'True', 'HasReservations': 'True', 'HasDelivery': 'True'}","Restaurants, Pizza","{'Monday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-1:0', 'Saturday': '16:0-1:0', 'Sunday': '15:0-23:0'}"
ASlibY-y3YMIv2bQDA3r1Q,'Ono Poke Co,10142 104 Street,Edmonton,AB,T5J 1A7,53.541996,-113.4995066,4.0,45,1,"{'NoiseLevel': 'average', 'BikeParking': 'True', 'WiFi': 'no', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}', 'OutdoorSeating': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}', 'GoodForKids': 'True', 'Alcohol': 'none', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'HasTV': 'True', 'PriceRange': '2', 'Attire': 'casual', 'HasTakeOut': 'True', 'HasReservations': 'False', 'GoodForGroups': 'True', 'HasTableService': 'False', 'HasDelivery': 'True'}","Restaurants, Hawaiian, Food, Poke","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
ATfQiVD0A_uEo10nAYZa4w,Royal Pizza,11010 101 Street NW,Edmonton,AB,T5H 4B9,53.5574746,-113.4946218,4.0,8,1,"{'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'GoodForKids': 'True', 'BikeParking': 'None', 'OutdoorSeating': 'None', 'HasTV': 'True', 'WiFi': 'free', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'BusinessParking': '{valet: False, garage: False, street: True, lot: False, validated: False}', 'HasTakeOut': 'True', 'Attire': 'casual', 'PriceRange': '2', 'HasReservations': 'False', 'GoodForGroups': 'False', 'HasDelivery': 'False'}","Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
AVupQjOJWsQbbEYwCtNQDA,The Greenhouse,10119 101 Street,Edmonton,AB,T5J 0T4,53.5413846,-113.4934165,4.5,14,1,"{'OutdoorSeating': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'WiFi': 'free', 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'Alcohol': 'none', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'BYOB': 'False', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'Caters': 'True', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'NoiseLevel': 'average', 'GoodForGroups': 'True', 'HasTableService': 'False', 'HasTakeOut': 'True', 'Attire': 'casual', 'HasReservations': 'False', 'PriceRange': '2', 'HasDelivery': 'True'}","Vegetarian, Food, Salad, Specialty Food, Health Markets, Restaurants, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-19:0'}"
Aa0lDzrdkiiYGJfKjJxcww,Coliseum Pizza & Steak,8015 118 Avenue NW,Edmonton,AB,T5B 0R7,53.5702532,-113.4649479,3.5,68,1,"{'HasTV': 'True', 'GoodForKids': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'NoiseLevel': 'average', 'Alcohol': 'full_bar', 'OutdoorSeating': 'False', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'GoodForMeal': '{dessert: False, latenight: False, lunch: None, dinner: True, brunch: False, breakfast: False}', 'Caters': 'False', 'BikeParking': 'True', 'WiFi': 'free', 'PriceRange': '2', 'Attire': 'casual', 'HasDelivery': 'False', 'GoodForGroups': 'True', 'HasTakeOut': 'True', 'HasReservations': 'True'}","Pizza, Restaurants, Steakhouses","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '15:0-20:0', 'Sunday': '15:0-20:0'}"
AcAMVPXz_VyV9VirqeDblg,Mill Creek Cafe,9562 - 82 Avenue,Edmonton,AB,T6C 0Z8,53.5182531,-113.4763452,4.0,73,1,"{'NoiseLevel': 'average', 'GoodForKids': 'True', 'WiFi': 'free', 'BusinessParking': '{garage: False, street: True, validated: False, lot: True, valet: False}', 'OutdoorSeating': 'True', 'Alcohol': 'full_bar', 'BikeParking': 'True', 'Caters': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: False, brunch: True, breakfast: True}', 'Ambience': '{hipster: False, casual: True, touristy: False, trendy: None, intimate: False, romantic: False, classy: False, upscale: False}', 'HasTakeOut': 'True', 'Attire': 'casual', 'PriceRange': '2', 'HasReservations': 'True', 'GoodForGroups': 'True', 'HasDelivery': 'False'}","Breakfast & Brunch, Restaurants, Comfort Food, Food, Coffee & Tea, Cafes","{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-22:0', 'Thursday': '8:30-22:0', 'Friday': '8:30-22:0', 'Saturday': '9:0-22:0', 'Sunday': '10:0-22:0'}"
AgN2wYfkqbHGvWN3CNdydA,Buster's Pizza & Donair,319 Allard Boulevard SW,Edmonton,AB,T6W 1A8,53.3969781497,-113.5297982796,3.5,6,1,"{'HasTakeOut': 'True', 'HasDelivery': 'True'}","Food, Donairs, Pizza, Restaurants, Poutineries, Mediterranean","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-0:0'}"
Ai8MnqWUCTT03knlsrDSOQ,McDonald's,10305 80th Ave.,Edmonton,AB,T6E 1T8,53.5155195,-113.4950977,1.5,11,1,"{'HasTV': 'True', 'Alcohol': 'none', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'GoodForKids': 'True', 'WiFi': 'free', 'DriveThru': 'True', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'BikeParking': 'True', 'NoiseLevel': 'average', 'GoodForGroups': 'True', 'PriceRange': '1', 'HasTakeOut': 'True', 'Attire': 'casual', 'HasDelivery': 'True'}","Food, Coffee & Tea, Fast Food, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Al2GstQzXGAR6eZAA3VWyA,Press'd The Sandwich,3384 Gateway Boulevard NW,Edmonton,AB,T6J 5H2,53.4666564,-113.4926798328,3.0,22,1,"{'Alcohol': 'none', 'Caters': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'WiFi': 'no', 'NoiseLevel': 'average', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'HasTV': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: None, brunch: False, breakfast: False}', 'PriceRange': '2', 'Attire': 'casual', 'HasTakeOut': 'True', 'HasReservations': 'False', 'GoodForGroups': 'True', 'HasDelivery': 'True'}","Restaurants, Sandwiches, Event Planning & Services, Soup, Caterers, Fast Food","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-19:0'}"
AoboRmPP2tFZctiav2VAdQ,McDonald's,8132 112th Avenue NW,Edmonton,AB,T5B 4W4,53.5615698406,-113.4668087421,2.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'HasTakeOut': 'True', 'HasDelivery': 'True'}","Restaurants, Coffee & Tea, Food, Fast Food, Burgers","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}"
AsmGfIDbcdSQvxf_ZLJ0kw,Quiznos,"6655 178th St NW, unit 242",Edmonton,AB,T5T 4J5,53.5010293846,-113.6286161304,2.5,6,1,"{'Alcohol': 'none', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'NoiseLevel': 'quiet', 'HasTakeOut': 'True', 'Attire': 'casual', 'PriceRange': '1', 'HasDelivery': 'True', 'GoodForGroups': 'False', 'HasReservations': 'False'}","Sandwiches, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
AuUSWIaRQaLVEDfxfu8EXQ,Buok Fresh Korean Kitchen,10707 100 Avenue NW,Edmonton,AB,T5J 3M1,53.5385732,-113.5051512,4.5,18,1,"{'Caters': 'True', 'HasTV': 'True', 'BusinessParking': '{valet: False, garage: False, street: True, lot: False, validated: False}', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'Ambience': '{hipster: None, casual: None, touristy: None, trendy: None, intimate: None, romantic: False, classy: None, upscale: None}', 'HasTakeOut': 'True', 'HasDelivery': 'True'}","Caterers, Restaurants, Event Planning & Services, Korean","{'Monday': '0:0-0:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '11:0-20:0'}"
AxpvYktl1iX-4qakULDT8Q,Harvey's & Swiss Chalet,8882 170th Street,Edmonton,AB,T5T 5X1,53.5229159536,-113.6266155667,2.5,5,1,"{'Caters': 'False', 'GoodForKids': 'True', 'NoiseLevel': 'very_loud', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, touristy: False, trendy: False, upscale: False, casual: False}', 'OutdoorSeating': 'False', 'WiFi': 'paid', 'Alcohol': 'none', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'HasTV': 'True', 'BikeParking': 'False', 'HasReservations': 'False', 'HasTakeOut': 'True', 'HasDelivery': 'False', 'PriceRange': '1', 'GoodForGroups': 'True', 'Attire': 'casual'}","Burgers, Restaurants, Fast Food, Food Court","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
B-IVxVZ-R0kyeqzdpeUIWg,Wayback Burgers,10412 Jasper Avenue,Edmonton,AB,T5J 1Z3,53.5410019048,-113.4999091027,3.5,9,1,{'HasTV': 'True'},"Burgers, Sandwiches, Restaurants, Hot Dogs","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
B1-r-wDq5v48Nx0HAo1zIQ,Teriyaki Corner,16815 127 Street NW,Edmonton,AB,T6V 1J6,53.6303348935,-113.5402546888,3.5,18,1,"{'BikeParking': 'True', 'Caters': 'False', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'GoodForKids': 'True', 'WiFi': 'no', 'OutdoorSeating': 'False', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: True, upscale: False, classy: True, casual: False}', 'HasTV': 'True', 'NoiseLevel': 'quiet', 'Alcohol': 'none', 'GoodForGroups': 'True', 'HasTakeOut': 'True', 'PriceRange': '2', 'Attire': 'casual', 'HasDelivery': 'True', 'HasReservations': 'False'}","Japanese, Restaurants","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '12:0-20:0'}"
